08/08-17:00:59.716108 ;1;2570;7;WEB-MISC Invalid HTTP Version String;TCP;10.5.1.110;39621;128.30.2.36;80;4C:72:B9:24:40:D3;00:10:18:72:00:3C;0x12F;***AP***;0xA3139DFC;0xDBF90F36;;0x9C;64;0;11308;289;33796
08/08-17:00:59.799120 ;1;2570;7;WEB-MISC Invalid HTTP Version String;TCP;10.5.1.110;39621;128.30.2.36;80;4C:72:B9:24:40:D3;00:10:18:72:00:3C;0x12D;***AP***;0xA3139EE9;0xDBF90FF6;;0xA5;64;0;11309;287;31748
08/08-17:00:59.884531 ;1;2570;7;WEB-MISC Invalid HTTP Version String;TCP;10.5.1.110;39621;128.30.2.36;80;4C:72:B9:24:40:D3;00:10:18:72:00:3C;0x131;***AP***;0xA3139FD4;0xDBF910B6;;0xAD;64;0;11310;291;35844
08/08-17:01:01.707512 ;1;100000881;1;COMMUNITY WEB-CLIENT ImageMagick SGI ZSIZE Header Information Overflow Attempt;TCP;91.189.91.13;80;10.5.1.104;49303;00:10:18:72:00:3C;68:5B:35:91:F5:61;0x5EA;***A****;0x36449589;0x1DC503A2;;0x13D;44;0;12518;1500;225300
08/08-17:01:02.055844 ;1;100000881;1;COMMUNITY WEB-CLIENT ImageMagick SGI ZSIZE Header Information Overflow Attempt;TCP;91.189.91.13;80;10.5.1.104;49303;00:10:18:72:00:3C;68:5B:35:91:F5:61;0x5EA;***A****;0x36466B01;0x1DC503A2;;0x13D;44;0;12601;1500;225300
08/08-17:01:02.617055 ;1;100000881;1;COMMUNITY WEB-CLIENT ImageMagick SGI ZSIZE Header Information Overflow Attempt;TCP;91.189.91.13;80;10.5.1.104;49303;00:10:18:72:00:3C;68:5B:35:91:F5:61;0x5EA;***A****;0x3649CC69;0x1DC503A2;;0x13D;44;0;12754;1500;225300
08/08-17:01:03.319234 ;1;100000881;1;COMMUNITY WEB-CLIENT ImageMagick SGI ZSIZE Header Information Overflow Attempt;TCP;91.189.91.13;80;10.5.1.104;49303;00:10:18:72:00:3C;68:5B:35:91:F5:61;0x5EA;***A****;0x364E4E49;0x1DC503A2;;0x13D;44;0;12958;1500;225300
08/08-17:01:04.936883 ;1;100000881;1;COMMUNITY WEB-CLIENT ImageMagick SGI ZSIZE Header Information Overflow Attempt;TCP;91.189.91.13;80;10.5.1.104;49303;00:10:18:72:00:3C;68:5B:35:91:F5:61;0x5EA;***A****;0x365702D9;0x1DC503A2;;0x13D;44;0;13363;1500;225300
08/10-21:05:57.365157 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;48091;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17210;198;202752
08/10-21:05:58.365823 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;48091;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17212;198;202752
08/10-21:07:01.277023 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.108;62954;239.255.255.250;1900;40:6C:8F:37:7E:DB;01:00:5E:7F:FF:FA;0xCC;;;;;;1;0;6770;190;194560
08/10-21:07:55.364557 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;57328;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17214;198;202752
08/10-21:07:56.365286 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;57328;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17216;198;202752
08/10-21:07:57.365769 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;57328;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17218;198;202752
08/10-21:07:58.366464 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;57328;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17220;198;202752
08/10-21:08:47.564858 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.108;55005;239.255.255.250;1900;40:6C:8F:37:7E:DB;01:00:5E:7F:FF:FA;0xCC;;;;;;1;0;6179;190;194560
08/10-21:08:54.151439 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.108;55005;239.255.255.250;1900;40:6C:8F:37:7E:DB;01:00:5E:7F:FF:FA;0xCC;;;;;;1;0;64836;190;194560
08/10-21:09:55.365090 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;38356;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17222;198;202752
08/10-21:09:56.365861 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;38356;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17224;198;202752
08/10-21:09:57.366809 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;38356;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17226;198;202752
08/10-21:09:58.367832 ;1;1917;6;SCAN UPnP service discover attempt;UDP;10.5.1.106;38356;239.255.255.250;1900;F0:DE:F1:6C:7C:3E;01:00:5E:7F:FF:FA;0xD4;;;;;;1;0;17228;198;202752
